localid,Language,label,description,definition,isEquivalentTo
schel_alt,it,"Scheletro, alterazione","Frammenti grossolani, Stato di alterazione","4.4.7 Frammenti grossolani, Stato di alterazione - Tabella 4.52, p. 197. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/51645
schel_alt,en,"Coarse Fragments, Weathering State","Coarse Fragments, Weathering State","4.4.7 Coarse Fragments, Weathering State - Table 4.52, p. 197. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/51645
