localid,Language,label,description,definition,isEquivalentTo
fisiogr_forma,it,"Morfometria, Forma",Fisiografia della forma alla scala di percezione ettometrica,"4.3.1 Morfometria e fisiografia, Forma - Tabella 4.9, p. 155. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/LandformComplexValueCode
fisiogr_forma,en,"Morphometry, Shape","Morphometry and Physiography, Shape","4.3.1 Morphometry and Physiography, Shape - Table 4.9, p. 155. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/LandformComplexValueCode
