localid,Language,label,description,definition,isEquivalentTo
pori_quanti,it,"Pori, abbondanza","Pori, abbondanza","4.4.13 Vuoti, Pori, Abbondanza - Tabella 4.65, p. 211. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/PoresAbundanceValueCode
pori_quanti,en,"Pores, Abundance","Voids, Pores, Abundance","4.4.13 Voids, Pores, Abundance - Table 4.65, p. 211. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/PoresAbundanceValueCode
