localid,Language,label,description,definition,isEquivalentTo
usda_cl_tess,it,Classe tessiturale,Classe tessiturale (USDA),"4.4.6 Tessitura, Classe tessiturale - Figura 4.12, p. 192. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/26740
usda_cl_tess,en,Texture Class,Textural Class (USDA),"4.4.6 Texture, Textural Class - Figure 4.12, p. 192. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/26740
