localid,Language,label,description,definition,isEquivalentTo
strut_dim,it,"Struttura, dimensione","Struttura, dimensione","4.4.10 Struttura, Dimensione - Tabella 4.58, p. 205. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/StructureSizeValueCode
strut_dim,en,"Structure, Size","Structure, Size","4.4.10 Structure, Size - Table 4.58, p. 205. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/StructureSizeValueCode
