localid,Language,label,description,definition,isEquivalentTo
roccia_prof,it,Profondit… della roccia,Profondit… della roccia,"4.5.6 Profondit… della roccia - Tabella 4.94, p. 226. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/63373
roccia_prof,en,Bedrock Depth,Bedrock Depth,"4.5.6 Bedrock Depth - Table 4.94, p. 226. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/63373
