localid,Language,label,description,definition,isEquivalentTo
strut_grado,it,"Struttura, grado","Struttura, Grado di aggregazione","4.4.10 Struttura, Grado di aggregazione - Tabella 4.59, p. 206. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/StructureGradeValueCode
strut_grado,en,"Structure, Degree","Structure, Degree of Aggregation","4.4.10 Structure, Degree of Aggregation - Table 4.59, p. 206. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/StructureGradeValueCode
