localid,Language,collection,label,description ,definition,status
334,en,uso_suolo,334,burnt areas areas affected by recent fires still mainly black,burnt areas areas affected by recent fires still mainly black,https://inspire.ec.europa.eu/registry/status/valid
3341,en,uso_suolo,3341,forests with burnt areas,forests with burnt areas,https://inspire.ec.europa.eu/registry/status/valid
3342,en,uso_suolo,3342,other seminatural areas with burnt spaces,other seminatural areas with burnt spaces,https://inspire.ec.europa.eu/registry/status/valid
3343,en,uso_suolo,3343,degradated land by other facts,degradated land by other facts,https://inspire.ec.europa.eu/registry/status/valid
335,en,uso_suolo,335,glaciers and perpetual snow,glaciers and perpetual snow,https://inspire.ec.europa.eu/registry/status/valid
4,en,uso_suolo,4,wetlands,wetlands,https://inspire.ec.europa.eu/registry/status/valid
41,en,uso_suolo,41,inland wetlands non-forested areas either partially seasonally or permanently waterlogged,inland wetlands non-forested areas either partially seasonally or permanently waterlogged,https://inspire.ec.europa.eu/registry/status/valid
411,en,uso_suolo,411,inland marshes low-lying land usually flooded in winter and more or less saturated by water all year round,inland marshes low-lying land usually flooded in winter and more or less saturated by water all year round,https://inspire.ec.europa.eu/registry/status/valid
412,en,uso_suolo,412,peatbogs peatland consisting mainly of decomposed moss and vegetable matter may or may not be exploited,peatbogs peatland consisting mainly of decomposed moss and vegetable matter may or may not be exploited,https://inspire.ec.europa.eu/registry/status/valid
42,en,uso_suolo,42,coastal wetlands non-wooded areas either tidally seasonally or permanently waterlogged with brackish or saline water,coastal wetlands non-wooded areas either tidally seasonally or permanently waterlogged with brackish or saline water,https://inspire.ec.europa.eu/registry/status/valid
421,en,uso_suolo,421,salt marshes vegetated low-lying areas above the high-tide line susceptible to flooding by sea water,salt marshes vegetated low-lying areas above the high-tide line susceptible to flooding by sea water,https://inspire.ec.europa.eu/registry/status/valid
422,en,uso_suolo,422,salines salt-pans active or in process of structuring sections of salt marsh exploited for the production of salt by,salines salt-pans active or in process of structuring sections of salt marsh exploited for the production of salt by,https://inspire.ec.europa.eu/registry/status/valid
423,en,uso_suolo,423,intertidal flats generally unvegetated expanses of mud sand or rock lying between high and low water-marks,intertidal flats generally unvegetated expanses of mud sand or rock lying between high and low water-marks,https://inspire.ec.europa.eu/registry/status/valid
