localid,Language,label,description,definition,isEquivalentTo
screz_dim,it,"Screziature, dimensioni","Figure redox e litocromie, Dimensioni","4.4.5 Figure redox e litocromie, Dimensioni - Tabella 4.42, p. 190. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/MottlesSizeValueCode
screz_dim,en,Mottles Size,"Redox Features and Lithochromies, Size","4.4.5 Redox Features and Lithochromies, Size - Table 4.42, p. 190. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/MottlesSizeValueCode
