localid,Language,label,description,definition,isEquivalentTo
umidita,it,Umidit…,Umidit…,"4.4.3 Umidit… - Tabella 4.38, p. 188. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/21983
umidita,en,Moisture,Moisture,"4.4.3 Moisture - Table 4.38, p. 188. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/21983
