localid,Language,collection,label,description ,definition,status
SE1112,en,substrato,SE1112,lignite,lignite,https://inspire.ec.europa.eu/registry/status/valid
SE2000,en,substrato,SE2000,sedimentary nonclastic rocks,sedimentary nonclastic rocks,https://inspire.ec.europa.eu/registry/status/valid
SE2100,en,substrato,SE2100,sedimentary nonclastic rocks from chemical deposits,sedimentary nonclastic rocks from chemical deposits,https://inspire.ec.europa.eu/registry/status/valid
SE2101,en,substrato,SE2101,limestone,limestone,https://inspire.ec.europa.eu/registry/status/valid
SE2101A,en,substrato,SE2101A,hollow limestone,hollow limestone,https://inspire.ec.europa.eu/registry/status/valid
SE2101B,en,substrato,SE2101B,oolitic and pisolitic limestone,oolitic and pisolitic limestone,https://inspire.ec.europa.eu/registry/status/valid
SE2101C,en,substrato,SE2101C,lacustrine limestone,lacustrine limestone,https://inspire.ec.europa.eu/registry/status/valid
SE2101D,en,substrato,SE2101D,dolomite limestone,dolomite limestone,https://inspire.ec.europa.eu/registry/status/valid
SE2102,en,substrato,SE2102,travertine,travertine,https://inspire.ec.europa.eu/registry/status/valid
SE2103,en,substrato,SE2103,dolomite,dolomite,https://inspire.ec.europa.eu/registry/status/valid
SE2103A,en,substrato,SE2103A,calcareous dolomite,calcareous dolomite,https://inspire.ec.europa.eu/registry/status/valid
SE2200,en,substrato,SE2200,sedimentary nonclastic rocks from evaporitic deposits,sedimentary nonclastic rocks from evaporitic deposits,https://inspire.ec.europa.eu/registry/status/valid
SE2201,en,substrato,SE2201,evaporitic limestone,evaporitic limestone,https://inspire.ec.europa.eu/registry/status/valid
SE2202,en,substrato,SE2202,gypsum e anhydrite,gypsum e anhydrite,https://inspire.ec.europa.eu/registry/status/valid
SE2203,en,substrato,SE2203,halite,halite,https://inspire.ec.europa.eu/registry/status/valid
SE2300,en,substrato,SE2300,sedimentary nonclastic rocks from organic deposits,sedimentary nonclastic rocks from organic deposits,https://inspire.ec.europa.eu/registry/status/valid
SE2301,en,substrato,SE2301,fossil limestone,fossil limestone,https://inspire.ec.europa.eu/registry/status/valid
SE2302,en,substrato,SE2302,siliceous limestone,siliceous limestone,https://inspire.ec.europa.eu/registry/status/valid
SE2303,en,substrato,SE2303,diatomite,diatomite,https://inspire.ec.europa.eu/registry/status/valid
SE2304,en,substrato,SE2304,chert,chert,https://inspire.ec.europa.eu/registry/status/valid
Y,en,substrato,Y,non differentiable deposits ,non differentiable deposits ,https://inspire.ec.europa.eu/registry/status/valid
