localid,Language,label,description,definition,isEquivalentTo
uso_suolo,it,Uso del suolo,Uso del suolo,"4.3.3 Uso del suolo e vegetazione, Uso del suolo - Tabella 4.25, p. 173. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/landUseClassValueCode
uso_suolo,en,land Use,"Land Use and Vegetation, Land Use","4.3.3 Land Use and Vegetation, Land Use - Table 4.25, p. 173. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/landUseClassValueCode
