localid,Language,label,description,definition,isEquivalentTo
strut_forma,it,"Struttura, forma","Struttura, forma","4.4.10 Struttura, Forma - Tabella 4.57, p. 203. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/63417
strut_forma,en,"Structure, Shape","Structure, Shape","4.4.10 Structure, Shape - Table 4.57, p. 203. https://doi.org/10.5281/zenodo.7589089",https://lod.nal.usda.gov/nalt/63417
