localid,Language,label,description,definition,isEquivalentTo
pell_tipo,it,"Pellicole, tipo",Tipo di pellicole,"4.4.14 Pellicole, Tipo - Tabella 4.69, p. 212. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/CoatingNatureValueCode
pell_tipo,en,Coatings Nature,Coatings - classification of their nature,"4.4.14 Films, Type - Table 4.69, p. 212. https://doi.org/10.5281/zenodo.7589089",http://w3id.org/glosis/model/codelists/CoatingNatureValueCode
